rating,feedback,clean_reviews,Positive,Negative,Neutral,reviews_length
5,1,great fun get know function product  wow  famili fun homework help  talk grandchildrenwho also echo huge bonus  cant wait learn,0.639,0.0,0.361,127
5,1,love,1.0,0.0,0.0,4
5,1,awesom thing love alexa,0.583,0.0,0.417,23
5,1,work exact expect speaker great sound perfect classroom,0.565,0.0,0.435,55
5,1,love love new littl gadget   made live much easier  like person secretari live home  hard need cds anymor sinc alexa play everyth need  go get alexa dot soon room  thank,0.433,0.033,0.535,169
4,1,speaker surpris qualiti happi purchas,0.0,0.0,1.0,37
5,1,easi set work wonder love,0.512,0.0,0.488,25
5,1,im realli impress sound qualiti play music devic  bass sound almost like come bigger speaker prop amazon,0.415,0.0,0.585,104
4,1,it still great productbut sound qualiti seem worsedon't get wrong definit get use within hour definit feel like echo gen  sound qualiti betterbesid  it greatwith addit abl play bluetooth wifi it even better,0.34,0.0,0.66,206
4,1,outlet work disappoint,0.0,0.574,0.426,22
4,1,great devic respons help,0.773,0.0,0.227,24
2,0,sound terribl u want good music get bose,0.412,0.0,0.588,40
4,1,like sound  troubl paid extra money access million song sometim doesnt work ex alexa play italian  dont  understand play opera tosca respons  ,0.189,0.079,0.733,142
5,1,easi set use bad plug would nice take outsid oper batteri recharg,0.172,0.215,0.613,65
5,1,still learn way use  real hit grandkid ask play music danc    yrs  cute,0.329,0.0,0.671,71
4,1,  star general like product great ask like play music set timer make call reason didnt rate   sometim connect die echo stop play music show red ring seem connect issu overal great product,0.374,0.127,0.499,187
5,1,work great upgrad echo dot full size echo couldn't happier,0.276,0.187,0.538,58
5,1,alexa els say,0.0,0.0,1.0,13
5,1,upgrad lilttl echo dot happi sound,0.0,0.0,1.0,34
4,1,excel product set eas well,0.63,0.0,0.37,26
5,1,ive first gen echo sinc first came work well purchas  gen prime day far im happi seem improv speaker provid enhanc sound music,0.087,0.0,0.913,126
5,1,love echo smart speaker  love volum clariti  easi set  wonder gift age,0.636,0.0,0.364,70
5,1,wonder product fast deliveri,0.0,0.0,1.0,28
4,1,initi harder set call tech wasn't knowledg work great,0.0,0.292,0.708,53
5,1,easi set famili love it,0.512,0.0,0.488,23
5,1,great sound respons voic command,0.506,0.0,0.494,32
5,1,live long without echo  get enjoy music style  ask alexa  go upgread wireless  love echo  love alexa ,0.336,0.105,0.559,101
5,1,cool product speaker sound good spotifi blast,0.51,0.0,0.49,45
5,1,much fun alexa love abl listen music i'm across room busi someth els,0.405,0.0,0.595,68
5,1,far seem nice item pick voic understand without problem day ask turn music next room heard fine ive use listen music check weather done thing well,0.289,0.0,0.711,146
5,1,love echo,0.808,0.0,0.192,9
5,1,love itsh help use rememb thing sleep ask anyth week still learn,0.408,0.0,0.592,64
4,1,better  gen everi way except one  realli miss ring top volum control  quicker easier grab top twist without look button find  one press time  also wish bass bit better  great devic im happi,0.417,0.035,0.548,189
5,1,love alexa,0.808,0.0,0.192,10
5,1,far like 🤓,0.373,0.328,0.299,10
5,1,thorough enjoy ecoo  love read audiobook offic simpli open audiobook kindl continu elsewher wonder listen music mood book great set remind much,0.377,0.0,0.623,143
5,1,still love,0.808,0.0,0.192,10
5,1,love,1.0,0.0,0.0,4
5,1,love sound qualiti unit clear sound,0.63,0.0,0.37,35
4,1,listen talk radio morn turn light etc system excel job full hous sound system stream sirius,0.167,0.0,0.833,91
5,1,week still learn alexa  learn process  love music call time  listen podcast radio station  start keep shop list groceri list love  don't search paper pencil  get time temperatur great wait weather report  sound good  fussi woofer tweeter base  etc  echo fine  afternoon go tri “drop in”on son get home  go surpris,0.272,0.0,0.728,313
1,0,much featur,0.0,0.0,1.0,11
5,1,great sound qualiti great featur great product multi room music cool,0.676,0.0,0.324,68
5,1,cool,1.0,0.0,0.0,4
5,1,everyon echo two three bought echo qvc,0.0,0.0,1.0,38
3,1,annoy everyth show alexa abl download spend  much time tri figur phrase machin may well look,0.111,0.153,0.737,92
5,1,alexa sinc begin  accident spill water replac  generat  decid couldnt without echo  setup easi work within minut,0.0,0.162,0.838,112
5,1,like abl tell alexia music want hear sometim troubl find song specif titl,0.257,0.0,0.743,73
5,1,like look better origin echo  move old echo basement famili room nice sound,0.451,0.0,0.549,75
5,1,echo wonder im still learn use music request somewhat limit,0.0,0.0,1.0,59
3,1,doesnt know half thing ask cant recogn sprinkler wifi control even though product detail say compat cant program chang wifi thermostat set match wifi router handi music player that amazon music,0.054,0.0,0.946,193
5,1,love,1.0,0.0,0.0,4
5,1,awesomeunderstand kid,0.0,0.0,1.0,21
5,1,pleasant surpris sound qualiti mani featur nice easili hear particular artist hear book simpl command look forward explor option devic,0.253,0.0,0.747,134
5,1,met exceed expect easi set realli quick respons,0.0,0.0,1.0,47
5,1,like fact get kind music prime want request alexa like inform photo littl pamphlet wish includ connect tv etc command alexa realli love music,0.48,0.0,0.52,141
4,1,found way access echo thorough prime account  think part top line video music etc  also think setup app defin exampl music like well integr echo  tri ask playlist echo sure even though set play list set  also like fact word exact match playlist name never rememberi like readi natur echo respond queri,0.224,0.035,0.741,301
5,1,great item ad audibl book make even better thank,0.613,0.0,0.387,48
5,1,prime day  gen echo sale couldnt resist begin smart home set couldnt happier say alexa done amaz job connect smart devic thank control light smart plug tv etc troubl connect echo wifi phone app work perfect fine let add skill routin smart devic timer much sound qualiti good enough sinc audiophil alexa hear voic even watch movi high volum design great modern definit add nice touch home chang cover youd like sale overal great addit home enabl mani possibl havent yet sure add alexa home,0.294,0.063,0.643,488
5,1,versatil fun ,0.767,0.0,0.233,13
5,1,work great killer speaker wife son love,0.5,0.259,0.241,39
5,1,regret wait long purchas item surpris pleas sound qualiti,0.0,0.259,0.741,57
1,0,stop work  week didnt follow command realli fun work,0.264,0.176,0.56,52
5,1,far love work get thing set love groceri list app,0.512,0.0,0.488,49
4,1,perform pretti much expect disappoint provid terminolog need play various kind music without subscrib amazon music servic  understand music choic may limit without know ask cannot access music provid free along echo purchas  chart show languag need use,0.196,0.091,0.712,252
5,1,easi set,0.0,0.0,1.0,8
3,1,like product except speaker high qualiti expect,0.294,0.0,0.706,47
5,1,great invest alexa help made laugh,0.776,0.0,0.224,34
5,1,yet anoth exho home love,0.512,0.0,0.488,24
5,1,love plan gender music big band jazz easi find local radio sound good stop voic command get phone call,0.281,0.087,0.632,102
5,1,good valu,0.744,0.0,0.256,9
5,1,super easi set love new echo,0.669,0.0,0.331,28
5,1,what like speaker  ask alexa,0.385,0.0,0.615,28
5,1,best father day gift dad joke mom alexa one listen repeat stori go forward,0.458,0.0,0.542,74
5,1,great addit breakfast room kitchen  tune inform instant avail  slowli learn featur,0.272,0.0,0.728,82
5,1,sound qualiti,0.0,0.0,1.0,13
2,0,sad joke worthless,0.268,0.732,0.0,18
5,1,entertain,1.0,0.0,0.0,9
5,1,good qualiti,0.744,0.0,0.256,12
4,1,work great sound great miss beat wish batteri better portabl,0.676,0.078,0.245,60
5,1,love till someon stole cant afford replac yet go,0.344,0.0,0.656,48
5,1,alexa rock,0.0,0.0,1.0,10
4,1,got gift love never would bought one allow play music amozon prime music  that worth  also give news brief tell joke,0.508,0.0,0.492,116
3,1, ,0.0,0.0,0.0,1
5,1,mom bought echo dot repeat ask take one great told “no” two day made take  hour later could live life without  it amaz four larg speaker small echo dot return say you'r go order alexa speaker go big get echo otherwis tou'll return two echo dot couldn't live without,0.079,0.0,0.921,265
5,1,love great product,0.892,0.0,0.108,18
5,1,easi set user friend,0.516,0.0,0.484,20
2,0,realli disappoint alexa plugin wall socket time  fault check made assumpt compani technolog advanc amazon would sell product recharg batteri  could return would appl music boom speaker give flexibl alexa,0.05,0.158,0.792,203
3,1,dont think   sound good   aux could add extern speaker  go wouldnt get dot   issu isnt uniqu unit dont understand cant overrid default prevent play blue tooth speaker play   get delay use bt speaker  unit heard abl play group use bt speaker,0.15,0.12,0.729,240
5,1,everyth,0.0,0.0,1.0,7
3,1,like interact ask question don't like can't ask setup schedul connect lamp,0.171,0.144,0.684,74
5,1,supberb sound definit worth extra money listen lot music,0.192,0.0,0.808,56
5,1,realli love amazon echo think sound qualiti great lot fun realli handi music get updat weather sport,0.506,0.0,0.494,100
5,1,love  grandkid,0.808,0.0,0.192,14
4,1,far work well alway intuit link differ devic skill get hang,0.174,0.0,0.826,59
5,1,work advertis,0.0,0.0,1.0,13
5,1,love,1.0,0.0,0.0,4
4,1,love new addit hous speaker qualiti great love alexa two  complaint suggest futur seri would better communic abil exampl smart light hous unless specifi kitchen light  kitchen light  prior command either won't respond say doesn't recogn may want alexa respond say thank afterward repeat alexa thank time won't respond husband know sound odd laugh mayb it southern thing want alexa manner,0.338,0.069,0.592,387
5,1,like everyth music trivia game weather,0.333,0.0,0.667,38
5,1,describ receiv time  like automat enrol music,0.294,0.0,0.706,45
5,1,great devic,0.804,0.0,0.196,11
3,1,own echo overa year new lack easi way increas decreas volum without tell increas decreas volum hard wife sinc english second languag born korea sound echo superb we'll keep,0.121,0.109,0.769,172
5,1,love  kitchen work well,0.759,0.0,0.241,23
5,1,nice  im impress  wish say though,0.737,0.0,0.263,33
5,1,love product nice easi access much info,0.583,0.0,0.417,39
2,0,got great sound bass doesnt work time still hot miss recogn thing,0.261,0.102,0.637,65
4,1,still discov echo,0.0,0.0,1.0,17
5,1,amaz paroduct,0.0,0.0,1.0,13
4,1,good hear rang sound qualiti bit complic set doesnt quit understand lot even speak slowli clear love flash brief featur interfac abod home secur system,0.306,0.0,0.694,151
4,1,speaker sound good,0.592,0.0,0.408,18
5,1,absolut love,0.808,0.0,0.192,12
5,1,best part product control thermostat light hous  isn't anyth dislik,0.318,0.0,0.682,67
5,1,thorough enjoy amazon echo instal easi use alexa app purchas  kasa smart plug control live room light instal easi use kasa app sinqu right echo enjoy play music echo sound qualiti awesom weve ad kasa smart bulb kitchen setup seamless look forward ad autom home,0.29,0.0,0.71,260
5,1,home entertain,0.697,0.0,0.303,14
4,1,cool product easi setup fun use sound qualiti much better anticip,0.515,0.0,0.485,65
5,1,love  great sound easi connect use,0.675,0.0,0.325,34
5,1,doesnt work fair new smart tv that main tv manufacturerslg fault due support anyth older tvs year smart lock also need addit piec equip order connect well speaker sound great work well,0.364,0.103,0.533,184
5,1,great sound littl speaker,0.577,0.0,0.423,25
5,1,enjoy,1.0,0.0,0.0,5
5,1, ,0.0,0.0,0.0,1
5,1,cool,1.0,0.0,0.0,4
4,1,good qualiti great sound qualiti,0.7,0.0,0.3,32
5,1,work perfect,0.787,0.0,0.213,12
4,1,great product sometim alexa understand command fire tv fabul speaker,0.283,0.166,0.552,68
4,1,love echo great sound smart,0.846,0.0,0.154,27
5,1,sure  love ,1.0,0.0,0.0,11
5,1,play great,1.0,0.0,0.0,10
5,1,work absolut great,0.672,0.0,0.328,18
5,1,amaz product great sound qualiti,0.506,0.0,0.494,32
5,1,best thing ive invest thank much 😁😁😁😁,0.483,0.0,0.517,37
5,1,extrem impress item bought    imperfect cant tell even one work great didnt come packag seal damag wasnt miss anyth like sound qualiti see knock bose great famili easi use minor learn curv learn voic integr seamless amazon servicesc wait get classroom lot fun even speaker let alon plan,0.283,0.071,0.646,286
5,1,love echo show  bedroom wonder music info sleep sound,0.344,0.0,0.656,53
5,1,awesom life changer serious abl start morn alexa   alarm play music gotten use voic anoth room  say love echo dont hesit get one price speaker unbeliev buy cordless holder take echo anywher love purchas love alexa,0.308,0.076,0.616,213
2,0,super impress alexa prime laps wouldnt play anyth isnt smart enough differenti among spotifi account cant use either random speak nobodi talk today unplug hernot sure ill ever use alexa,0.226,0.176,0.597,185
5,1,like everyth ,0.714,0.0,0.286,13
5,1,like ,1.0,0.0,0.0,5
5,1,never issu buy use electron long get good like new read comment see use,0.31,0.0,0.69,71
5,1,famili realli love new echo,0.512,0.0,0.488,27
5,1,bought wife love,0.677,0.0,0.323,16
5,1,fun got today pod go car use hous,0.32,0.0,0.68,33
4,1,like,1.0,0.0,0.0,4
5,1,third echo worth everi penni like  household employe small flat rate keep bedroom live room dropin use intercom listen music answer quick question alarm wake school etc,0.143,0.078,0.779,168
5,1,listen music set timer,0.0,0.0,1.0,22
5,1,receiv echo perfect condit devic easi set respond quick without issu alexa great addit famili,0.185,0.165,0.65,93
5,1,good sound like music schedul like get random thought record think joke cute,0.621,0.0,0.379,76
5,1,purchas begin learn  far pleas amaz differ action perform  enjoy look forward learn option provid,0.186,0.0,0.814,97
5,1,echo great other even though smaller,0.451,0.0,0.549,36
5,1,funni buy someth look fun wind total use part home  love,0.455,0.0,0.545,56
3,1,bought replac  live room speaker slight better hear better tv unfortun doesnt understand respond request well dot frequent request   time get want dot usual exact want first request dont consid upgrad,0.277,0.0,0.723,200
5,1,good experi far second generat echo mani thing learn time yet right most enjoy music weather updat use alarm featur person also purchas mini smart socket yes excit begin use,0.301,0.061,0.638,173
5,1,i'm troubl connect tv i'm exact tech smart i'm sure one grandson figur far i'v use most music,0.238,0.0,0.762,93
5,1,simpli love echo hard watch tv anymor im busi listen music speaker pretti goo size fun skill realli make echo fun whole famili,0.346,0.045,0.609,126
5,1,enjoy entir echo experi,0.516,0.0,0.484,23
4,1,easi set,0.0,0.0,1.0,8
4,1,echo amaz devic  mani time seem intuit  time ask someth seem clear simpl get result  instal fair straightforward mess sever time simpli thought step complet wasnt  actual made lose ground figur  advic patient app let know move next stepmi biggest issu moment sever echo devic home would like use intercom told done  howev cant make echo awar other exist  ask alexa answer instruct chang name  know like fault would think design would anticip make easier find need instruct  small deal mani devic savvi peopl challeng,0.154,0.054,0.793,516
5,1,love much,0.808,0.0,0.192,9
5,1,origin alexa tap far  generat best im happi see make improv new oneit would great updat littl ai think would help lot bug happi play music throughout whole hous adjust bass trebl thank,0.362,0.0,0.638,184
5,1,pleas echo  generat nice alexa avail music weather news probabl lot haven't discov,0.189,0.0,0.811,82
4,1,pleasant surpris sound qualiti echo big fan deep bass might suffici though potenti control home option explor evolv home smart home voic recognit impress stylish fun regret purchas great technic chang peopl ask play song movi respond instant elder love one would great gift connect wifi simpl use  want unlimit music control sure amazon prime premium spotifi blown away person dj even convers echo embarrass say echo made laugh coupl time ask tell joke tell packag sinc amazon prime addict come extrem  handi,0.391,0.043,0.565,508
5,1,easi setup love thing,0.583,0.0,0.417,21
5,1,alexa throughout houseth futur arriv,0.0,0.0,1.0,36
5,1,alreadi alexa amazon find today could resist get echo also best thing ever use side hous couldnt happier,0.249,0.117,0.634,104
5,1,arriv expect,0.0,0.0,1.0,12
5,1,bought week ago   everyth product excel  dont forget buy charger order must take outsid pool worri hire electrician put outlet yard,0.197,0.0,0.803,131
4,1,terrif,0.0,0.0,1.0,6
5,1,love echo,0.808,0.0,0.192,9
5,1,it smaller origin look nicer,0.42,0.0,0.58,28
5,1,work great,0.804,0.0,0.196,10
5,1,husband would call   come technolog decid would tri echo serv primarili music sourc  wow amaz great sound  weve also great time listen favorit song buy ask alexa  may even buy one elder dad  think enjoy one listen music even place call us,0.286,0.0,0.714,238
5,1,realli enjoy  chang directv channel play iheartradio pandora  adjust ac thermostat turn live room light outsid light,0.272,0.0,0.728,116
5,1,want one  bought prime day absolut love,0.524,0.0,0.476,39
5,1,glad got echo bluetooth speaker alexa much stuff non smart speaker person love timer featur help cook multipl thing simultan pandora integr anoth featur use daili happi prime day purchas get echo hub echo dot futur,0.283,0.0,0.717,214
5,1,see subject line  love,0.583,0.0,0.417,22
5,1,love,1.0,0.0,0.0,4
5,1,easi setup,0.0,0.0,1.0,10
5,1,hesit buy echo echo dot seem good enough echo except sound qualiti realli didnt feel need howev glad got differ sound realli far superior echo dot listen greatest showman littl power,0.335,0.0,0.665,182
5,1,sound qualiti great still learn differ thing fun,0.552,0.0,0.448,48
5,1,got good deal work great prime  setup bit pain fault crappi internet servic  work great nice sound small speaker,0.422,0.182,0.395,112
5,1,love,1.0,0.0,0.0,4
5,1,work great perfect offic,0.796,0.0,0.204,24
5,1,love one insid hous one pool  good bose speaker around hous ,0.441,0.0,0.559,60
5,1,easi useamaz,0.0,0.0,1.0,12
5,1,nice product,0.737,0.0,0.263,12
5,1,love echo total amaz speaker qualiti bum didn't buy two sinc got prime day,0.244,0.0,0.756,74
5,1,respons great sound qualiti size,0.506,0.0,0.494,32
5,1,effici amaz  cool  use often everi day,0.277,0.0,0.723,38
4,1,i'm impress qualiti sound echo it definit compar bose mini gave  star can't use appl music account,0.153,0.0,0.847,98
5,1,technolog small devic price good sound amaz must featur home,0.244,0.0,0.756,60
5,1,main use music i'm learn time  realli noth bad say,0.0,0.28,0.72,50
5,1,replac  gen concern smaller unit soundi wrong  anyth volum clear  good product,0.312,0.176,0.511,78
5,1,great addit echo plus,0.577,0.0,0.423,21
5,1,best,1.0,0.0,0.0,4
5,1,love featur play music everi room multipl echo,0.524,0.0,0.476,46
5,1,love alexa  surpris much use,0.512,0.0,0.488,28
5,1,use product enjoy love,0.787,0.0,0.213,22
5,1,easi use great soundit great purchas great price,0.711,0.0,0.289,48
5,1,easi set issu,0.0,0.0,1.0,13
5,1,unit add much pleasur echo plus  music inform home one room,0.0,0.0,1.0,59
4,1,extrem use simpl thing like spotifi audibl thing like sometim doesnt answer everyth ask still nice use,0.358,0.0,0.642,102
2,0,difficult set  keep time enter password,0.0,0.333,0.667,39
5,1,get use use echo use shop list listen music timer work great far,0.255,0.0,0.745,64
5,1,cool lot fun use week still learn capabl,0.483,0.0,0.517,40
5,1,love love,1.0,0.0,0.0,9
5,1,love hard time set app,0.488,0.163,0.349,22
5,1,use offic anoth apart music inform,0.0,0.0,1.0,34
4,1,great music littl hard figur work,0.432,0.147,0.421,33
5,1,given  year time birthday gift dad love ask alexa anyth answer plus it good homework purchas one prime day bathroom i'm get readi work listen music  base it metro boom replac clock radio plus echo dot night stand alarm clock,0.207,0.05,0.744,224
5,1,impress look clariti sound color,0.42,0.0,0.58,32
5,1,alexa amaz great speaker,0.577,0.0,0.423,24
5,1,still get use alexa dont connect tv yet thing right use music inform great,0.24,0.0,0.76,74
5,1,work sound great hous bare  sit kitchen counter hear speak room lot function still discov,0.227,0.0,0.773,89
5,1,pure fun echo  weather joke news brief music still much use  lot fun money,0.444,0.0,0.556,74
5,1,use time especi communic kid throughout home,0.0,0.0,1.0,44
5,1,love still learn make lot thing easier like forget turn light anoth room ask alexa turn light,0.389,0.078,0.533,93
5,1,bought daughter turn   love  especi like call featur sinc doesn't cell phone  love play music danc amazon music play favorit song  sometim lol,0.452,0.095,0.452,142
5,1,got wed gift haven't discov featur yet updat play music great though,0.511,0.0,0.489,68
5,1,impress sound qualiti,0.592,0.0,0.408,21
5,1,pleas purchas echo smart speaker  love fact play music differ genr whenev wanthad troubl first wi fi work,0.383,0.0,0.617,105
5,1, wife  enjoy eas play music game fun  entertain look forward ad smart product home,0.607,0.0,0.393,82
5,1,second echo love help kitchen set timer listen news prepar groceri list get great music,0.478,0.0,0.522,87
4,1,sound qualiti good wish alexa could answer question,0.483,0.0,0.517,51
5,1,second echo dot speaker weak purchas listen music speaker great,0.273,0.193,0.533,63
5,1,great sound,0.804,0.0,0.196,11
5,1,great,1.0,0.0,0.0,5
4,1,realli use speaker stream music we'v  month it kinda useless,0.0,0.218,0.782,60
5,1,set user friend setup wasnt user friend id hope alexa app abl download pc without instal  driver wife retir wouldnt abl instal alexa son wasnt suppli smart phone wouldnt use alexa yet,0.156,0.125,0.718,183
5,1,easi set realli enjoy,0.516,0.0,0.484,21
3,1,echo doesn't come built batteri plug time use make quit inconveni,0.0,0.0,1.0,65
5,1,compact bit better origin,0.492,0.0,0.508,25
5,1,love pretti cool,0.867,0.0,0.133,16
5,1,live room music sound realli good live room  hear upstair,0.244,0.0,0.756,57
5,1,great product  set easi  sound wonder,0.451,0.0,0.549,37
4,1,far like  bought music though sound pretti good,0.474,0.0,0.526,47
5,1,love,1.0,0.0,0.0,4
5,1,love,1.0,0.0,0.0,4
5,1,glad bought,0.75,0.0,0.25,11
5,1,like type funmus,0.556,0.0,0.444,16
5,1,like volum top turn quick,0.589,0.0,0.411,25
3,1,beyond capabl program grandkid lve,0.0,0.0,1.0,34
5,1,love new echo  give hour music help thingsit difficult set  help tekki,0.478,0.124,0.398,70
5,1,almost good bose love whole hous music,0.567,0.0,0.433,38
1,0,alexa hard came,0.0,0.412,0.588,15
5,1,easi setup use app also easi instal phone  sound qualiti listen music pandora wonder,0.0,0.0,1.0,84
5,1,i'm still learn use echo far love,0.412,0.0,0.588,33
4,1,work awesom,0.0,0.0,1.0,11
5,1,work great,0.804,0.0,0.196,10
5,1,small speaker sound great,0.577,0.0,0.423,25
5,1,great sound size prize coursealexa,0.712,0.0,0.288,34
5,1,dont echo definit need one,0.0,0.0,1.0,26
5,1,great devic  seem work better  generat,0.636,0.0,0.364,38
5,1,use,0.0,0.0,1.0,3
5,1,great prime day buy,0.577,0.0,0.423,19
5,1,love alexa,0.808,0.0,0.192,10
5,1,alexa easi oper set   day love,0.457,0.0,0.543,30
5,1,great speaker lot capabl fun learn use,0.597,0.0,0.403,38
5,1,use product phone look weather watch video,0.0,0.0,1.0,42
4,1,don't use much thought would sync kasacam use check babi crib lot lyric music cool it use clock standard dot'ish featur,0.103,0.0,0.897,119
5,1,amaz far got day,0.0,0.0,1.0,16
4,1,like smaller never understood command easili firstgen origin echo,0.238,0.0,0.762,65
4,1,worthi successor echo dot right home bed room alarm clock  howev price come stand,0.117,0.147,0.736,81
5,1,love devic function amazon echo ad benefit video screen look great nightstand clock lot face choos display weather remind etc think video call use facetim anyway it great shape doesn't take lot room i'm plan get anoth one guest room awesom great price,0.364,0.0,0.636,251
5,1,love echo spot bedsid alarm clock size devic theecho show concern alreadi larg echo mybedroom answer “alexa” like devic home wasconcern devic answer time discoveredthat name choic enough enough avoid confusioni name “echo” could choos male voic love could link tomi secur camera new doorbel mani featur don't forget buy thestandbas mani advantag read review high recommend,0.216,0.066,0.718,372
4,1,love littl spot thought would sound great littl thingmi music play nice loud clear video terrifici watch prime show heck realli impress immedi convinc mom buy sister one birthdayon thing kept give  starsi realli wish cordless love kitchen tri find place plug pain won't connect bluetooth speaker play amazon prime music reason drag want hear dine room dinner cours cordless could bring meotherwis absolut love probabl buy anoth one,0.371,0.054,0.575,431
5,1,bought prime day glad it easi use lot custom option know review said screen small hard read disagre,0.147,0.069,0.784,99
2,0,honest like time don't could bought smaller one exact thing less half bought video chat never realli use,0.266,0.0,0.734,104
4,1,overal great like see lyric time  date howev sometim freez doesnt respond properlyno error messag lack connectivityit stop reset resolv problem,0.285,0.232,0.483,143
5,1,love echo spot,0.677,0.0,0.323,14
5,1,thing like echo spot voic command featur  ask anyth get answer play music without get adjust echo easi use,0.224,0.0,0.776,106
5,1,love perfect alarm clock replac plus much,0.552,0.168,0.28,41
5,1,love echo spot great check weather along mani thing import work great alarm clock bedroom,0.481,0.093,0.426,89
5,1,absolut love product wish would bought instead dot,0.535,0.0,0.465,50
5,1,like abl get weather inform quick  even hear music play speaker clear  enjoy  like creepi day husband play particular song stereo  next day ask echo play music artist specifi particular song  echo play exact song artist husband play stereo day  littl disconcert,0.409,0.0,0.591,261
4,1,like echo spot bought use alarm clock one negat didnt realli think wake morn somewhat groggi hard tell alexa turn alarm hard rememb command snooz minut case clock button seem work better,0.139,0.189,0.671,186
5,1,second echo spot  go two echo dot  love look alexia respond,0.296,0.0,0.704,59
5,1,love echo spot,0.677,0.0,0.323,14
1,0,slow compar echo,0.0,0.0,1.0,16
5,1,love way design choic face  use bed side  drop echo anoth part hous frequent without yell,0.207,0.103,0.69,89
4,1,terrif sound small devic nice form factor nightstand like conveni see time temperatur rather ask alexa use video much would nice devic squarerectangular screen,0.278,0.0,0.722,159
5,1,new alexa like spot lot,0.385,0.0,0.615,23
4,1,perfect realli like littl gizmo bought primarili  purpos first could set wakeup alarm individu day set wakeup music individu day second want control bedroom light voic could shut fall asleep without get bed turn switch echo spot togeth smart plugha abl accomplish bonus get alexa play music amazon prime playlistswhat great sometim alexa realli hard time understand instruct repeat alter way say thing get pretti frustrat hope ai get better futur along ad function,0.32,0.04,0.64,464
5,1,love  easi use,0.677,0.0,0.323,14
5,1,put night stand use clock alarm work great everi morn get weather news get also remind appoint wife,0.182,0.107,0.711,99
5,1,love,1.0,0.0,0.0,4
3,1,part fault thought could wireless  though price still feel like also sound qualiti volum could better prefer tap unless realli want call option today us phone comput ipad worth,0.244,0.076,0.68,176
5,1,easi use much quicker look everyth cell phone,0.0,0.0,1.0,45
5,1,love new echo spot,0.583,0.0,0.417,18
5,1,love clock tell set alarm  fuss button,0.362,0.207,0.431,38
5,1,couldnt pleas amazon hit one park look great run great love,0.593,0.073,0.335,59
5,1,respond easili like abil night,0.385,0.0,0.615,30
5,1,easi setup  love,0.677,0.0,0.323,16
5,1,simpli amaz awsom devic never ceas amaz wake big bang music go sleep soft fall rain drop kid keep touch scratch surfac devis,0.0,0.087,0.913,124
4,1,skeptic first  grow  look good far  howev turn camera,0.246,0.161,0.593,53
4,1,sound qualiti disappoint,0.0,0.574,0.426,24
5,1,love  especi love small much  got rid old cdalarm clock radio  much room nightstand,0.412,0.0,0.588,83
5,1,great sound video plus great stuff alexa offer even turn light,0.477,0.0,0.523,62
4,1,eas use product,0.0,0.0,1.0,15
4,1,far pretti happi spot realli glorifi alarm clockradio know could someth cost effect eh like read review scroll issu saw one make stop far good,0.174,0.148,0.677,142
5,1,enter  technolog world havent figur yet far pretti cool,0.223,0.0,0.777,55
5,1,smaller anticip say much mean howev still work well qualiti sound easili program easi work alexa anywher good voic program,0.217,0.0,0.783,122
1,0, ,0.0,0.0,0.0,1
5,1,love echo spot,0.677,0.0,0.323,14
5,1,great deal great product,0.804,0.0,0.196,24
5,1,perfect,1.0,0.0,0.0,7
5,1,coupl echo dot previous  bought specif ring doorbel video  cloud cam display  interfac capabl disappoint love fact ask see front yard  back yard  front door etcth video chat room also quit coolbonus “alexa show ant man trailer etc”i know done laptopdesktop it cool applianc that alway doesn't interrupt i'm,0.152,0.048,0.8,306
5,1,bought bedroom show live room love spot perfect bedsid impress design show lyric photo  etc pair smart plug bedroom lamp  turn  love,0.51,0.0,0.49,132
5,1,love much sit nightstand improv would make batteri back capabl screen could tad bigger overal i'm happi would recommend,0.283,0.0,0.717,119
4,1,gift recipi love love love 😍💋💋💋💋❤,0.79,0.0,0.21,33
5,1,cool littl piec techwe'r still learn function possibl see potenti  even technic challeng wife alreadi figur video call daughter,0.113,0.0,0.887,127
5,1,extrem impress devic whole complet chang sleep schedul replac alarm clock perfect bedsid counter devic  alarm wake music weather top news stori etc perfect devic want much expect call featur also huge sell point must item probabl grab echo futur,0.299,0.091,0.61,245
2,0,alexa devic work well product  unfortun doesnt go  abil play video limit  play youtub play video crop screen make look strang quit select clock face control display one glare annoy except  cant turn   screen turn screen scroll defeat purpos screen  dont need remind everi  second thing alexa  dont need advertis especi cost devic  overal expens alexa devic screen that use annoy  would recommend amazon peopl get act togeth come screen that actual use,0.129,0.126,0.745,451
5,1,far good,0.744,0.0,0.256,8
5,1,devic perfect smart nightstand clock love dim base ambient light room first nightstand clock bedroom year light glow typic alarm clock bother tri sleep screen dim light room go bothersom alloveral great addit smart home nice abl tell alexa turn onoff bedroom light without even get bed reach phone bunch alexa devic first one screen,0.295,0.067,0.638,332
5,1,love thing talk wall room amazon lover amazon music unlimit kindl unlimit prime video etc readi came screen nice haveth thing resembl side doesnt alway perfect understand song want hear deep southern accent lower alabama dont speak english anyway,0.3,0.101,0.6,246
4,1,smaller thought would happi got stand sit higher bedsid tabl,0.0,0.0,1.0,60
4,1,echo spot work well except work ring doorbel state websit sinc sold pair thought would app readi  unfortun case  perhap ring updat integr,0.087,0.0,0.913,137
5,1,nice,1.0,0.0,0.0,4
5,1,like,1.0,0.0,0.0,4
1,0, ,0.0,0.0,0.0,1
